,Tour,Artist,Date,City,State,Attendance (Avg.),Revenue (Avg.),Quarter,Count
304,Beautiful Trauma World Tour,Pink,2018-05-28,San Diego,California,11872.0,1664733.0,2018:Q2,1.0
305,Beautiful Trauma World Tour,Pink,2018-05-31,Los Angeles,California,17047.0,2358686.0,2018:Q2,1.0
306,Beautiful Trauma World Tour,Pink,2018-06-01,Inglewood,California,14777.0,2307175.0,2018:Q2,1.0
307,Beautiful Trauma World Tour,Pink,2019-03-01,Sunrise,Florida,14883.0,2463165.0,2019:Q1,1.0
308,Beautiful Trauma World Tour,Pink,2019-03-03,Tampa,Florida,15068.0,2373771.0,2019:Q1,1.0
309,Beautiful Trauma World Tour,Pink,2019-03-05,Jacksonville,Florida,11700.0,1915530.0,2019:Q1,1.0
310,Beautiful Trauma World Tour,Pink,2019-03-07,Columbia,South Carolina,13481.0,1722813.0,2019:Q1,1.0
311,Beautiful Trauma World Tour,Pink,2019-03-09,Charlotte,North Carolina,15596.0,2578534.0,2019:Q1,1.0
312,Beautiful Trauma World Tour,Pink,2019-03-10,Nashville,Tennessee,14336.0,2326690.0,2019:Q1,1.0
313,Beautiful Trauma World Tour,Pink,2019-03-12,Atlanta,Georgia,11472.0,1586831.0,2019:Q1,1.0
314,Beautiful Trauma World Tour,Pink,2019-03-14,Birmingham,Alabama,13959.0,1487637.0,2019:Q1,1.0
315,Beautiful Trauma World Tour,Pink,2019-03-16,Bossier City,Louisiana,,,2019:Q1,1.0
316,Beautiful Trauma World Tour,Pink,2019-03-17,New Orleans,Louisiana,14500.0,2215600.0,2019:Q1,1.0
317,Beautiful Trauma World Tour,Pink,2019-03-19,Houston,Texas,,,2019:Q1,1.0
318,Beautiful Trauma World Tour,Pink,2019-03-21,San Antonio,Texas,15651.0,2115377.0,2019:Q1,1.0
319,Beautiful Trauma World Tour,Pink,2019-03-23,Oklahoma City,Oklahoma,13820.0,2049271.0,2019:Q1,1.0
320,Beautiful Trauma World Tour,Pink,2019-03-24,Dallas,Texas,14658.0,2067277.0,2019:Q1,1.0
321,Beautiful Trauma World Tour,Pink,2019-03-30,Glendale,Arizona,13737.0,2363364.0,2019:Q1,1.0
322,Beautiful Trauma World Tour,Pink,2019-04-01,Denver,Colorado,14548.0,2117678.0,2019:Q2,1.0
323,Beautiful Trauma World Tour,Pink,2019-04-03,Salt Lake City,Utah,13586.0,1889389.0,2019:Q2,1.0
324,Beautiful Trauma World Tour,Pink,2019-04-08,Portland,Oregon,14942.0,2159245.0,2019:Q2,1.0
325,Beautiful Trauma World Tour,Pink,2019-04-10,Sacramento,California,14881.0,2628946.0,2019:Q2,1.0
326,Beautiful Trauma World Tour,Pink,2019-04-12,Las Vegas,Nevada,16130.0,2340138.0,2019:Q2,1.0
327,Beautiful Trauma World Tour,Pink,2019-04-13,Anaheim,California,12832.0,1925556.0,2019:Q2,1.0
328,Beautiful Trauma World Tour,Pink,2019-04-15,Los Angeles,California,13699.0,1336647.0,2019:Q2,1.0
329,Beautiful Trauma World Tour,Pink,2019-04-17,San Jose,California,14055.0,2125545.0,2019:Q2,1.0
330,Beautiful Trauma World Tour,Pink,2019-04-19,Inglewood,California,14354.0,2074363.0,2019:Q2,1.0
331,Beautiful Trauma World Tour,Pink,2019-04-26,Detroit,Michigan,15250.0,2297321.0,2019:Q2,1.0
332,Beautiful Trauma World Tour,Pink,2019-04-27,Detroit,Michigan,15250.0,2297321.0,2019:Q2,1.0
333,Beautiful Trauma World Tour,Pink,2019-04-30,Indianapolis,Indiana,14444.0,2011671.0,2019:Q2,1.0
334,Beautiful Trauma World Tour,Pink,2019-05-02,Milwaukee,Wisconsin,13331.0,2336580.0,2019:Q2,1.0
335,Beautiful Trauma World Tour,Pink,2019-05-04,Fargo,North Dakota,22164.0,2927135.0,2019:Q2,1.0
336,Beautiful Trauma World Tour,Pink,2019-05-05,Saint Paul,Minnesota,15820.0,2735448.0,2019:Q2,1.0
337,Beautiful Trauma World Tour,Pink,2019-05-07,Omaha,Nebraska,15050.0,2187858.0,2019:Q2,1.0
338,Beautiful Trauma World Tour,Pink,2019-05-09,Lexington,Kentucky,17256.0,1771383.0,2019:Q2,1.0
339,Beautiful Trauma World Tour,Pink,2019-05-11,Columbus,Ohio,14907.0,2281760.0,2019:Q2,1.0
340,Beautiful Trauma World Tour,Pink,2019-05-21,New York City,New York,14999.0,2763507.0,2019:Q2,1.0
341,Beautiful Trauma World Tour,Pink,2019-05-22,New York City,New York,14999.0,2763507.0,2019:Q2,1.0
342,Beautiful Trauma World Tour,Pink,2019-08-16,Uniondale,New York,12339.0,2092479.0,2019:Q3,1.0
343,Beautiful Trauma World Tour,Pink,2019-11-02,Austin,Texas,,,2019:Q4,1.0
344,The Joshua Tree Tours 2017 and 2019,U2,2017-05-14,Seattle,Washington,57009.0,6249670.0,2017:Q2,1.0
345,The Joshua Tree Tours 2017 and 2020,U2,2017-05-17,Santa Clara,California,50072.0,6268805.0,2017:Q2,1.0
346,The Joshua Tree Tours 2017 and 2021,U2,2017-05-20,Pasadena,California,61582.0,7892283.0,2017:Q2,1.0
347,The Joshua Tree Tours 2017 and 2022,U2,2017-05-21,Pasadena,California,61582.0,7892283.0,2017:Q2,1.0
348,The Joshua Tree Tours 2017 and 2023,U2,2017-05-24,Houston,Texas,47669.0,5889005.0,2017:Q2,1.0
349,The Joshua Tree Tours 2017 and 2024,U2,2017-05-26,Arlington,Texas,49807.0,6044330.0,2017:Q2,1.0
350,The Joshua Tree Tours 2017 and 2025,U2,2017-06-03,Chicago,Illinois,52539.0,6717963.0,2017:Q2,1.0
351,The Joshua Tree Tours 2017 and 2026,U2,2017-06-04,Chicago,Illinois,52539.0,6717963.0,2017:Q2,1.0
352,The Joshua Tree Tours 2017 and 2027,U2,2017-06-07,Pittsburgh,Pennsylvania,41413.0,4273920.0,2017:Q2,1.0
353,The Joshua Tree Tours 2017 and 2028,U2,2017-06-09,Manchester,Tennessee,,,2017:Q2,1.0
354,The Joshua Tree Tours 2017 and 2029,U2,2017-06-11,Miami Gardens,Florida,48494.0,5923665.0,2017:Q2,1.0
355,The Joshua Tree Tours 2017 and 2030,U2,2017-06-14,Tampa,Florida,52958.0,6125415.0,2017:Q2,1.0
356,The Joshua Tree Tours 2017 and 2031,U2,2017-06-16,Louisville,Kentucky,45491.0,4810535.0,2017:Q2,1.0
357,The Joshua Tree Tours 2017 and 2032,U2,2017-06-18,Philadelphia,Pennsylvania,56570.0,6259880.0,2017:Q2,1.0
358,The Joshua Tree Tours 2017 and 2033,U2,2017-06-20,Landover,Maryland,49827.0,6286385.0,2017:Q2,1.0
359,The Joshua Tree Tours 2017 and 2034,U2,2017-06-25,Foxborough,Massachusetts,55231.0,6881340.0,2017:Q2,1.0
360,The Joshua Tree Tours 2017 and 2035,U2,2017-06-28,East Rutherford,New Jersey,55321.0,7284403.0,2017:Q2,1.0
361,The Joshua Tree Tours 2017 and 2036,U2,2017-06-29,East Rutherford,New Jersey,55321.0,7284403.0,2017:Q2,1.0
362,The Joshua Tree Tours 2017 and 2037,U2,2017-07-01,Cleveland,Ohio,51849.0,5582965.0,2017:Q3,1.0
363,The Joshua Tree Tours 2017 and 2038,U2,2017-09-03,Detroit,Michigan,42905.0,4936605.0,2017:Q3,1.0
364,The Joshua Tree Tours 2017 and 2039,U2,2017-09-05,Orchard Park,New York,41106.0,4269245.0,2017:Q3,1.0
365,The Joshua Tree Tours 2017 and 2040,U2,2017-09-08,Minneapolis,Minnesota,43386.0,4698100.0,2017:Q3,1.0
366,The Joshua Tree Tours 2017 and 2041,U2,2017-09-10,Indianapolis,Indiana,51731.0,5970055.0,2017:Q3,1.0
367,The Joshua Tree Tours 2017 and 2042,U2,2017-09-12,Kansas City,Missouri,39593.0,4200160.0,2017:Q3,1.0
368,The Joshua Tree Tours 2017 and 2043,U2,2017-09-14,New Orleans,Louisiana,34536.0,3873405.0,2017:Q3,1.0
369,The Joshua Tree Tours 2017 and 2044,U2,2017-09-19,Glendale,Arizona,42814.0,4169215.0,2017:Q3,1.0
370,The Joshua Tree Tours 2017 and 2045,U2,2017-09-22,San Diego,California,54221.0,6469130.0,2017:Q3,1.0
371,24K Magic World Tour,Bruno Mars,2017-07-15,Las Vegas,Nevada,16556.0,1947649.0,2017:Q3,1.0
372,24K Magic World Tour,Bruno Mars,2017-07-18,Sacramento,California,15170.0,1586433.0,2017:Q3,1.0
373,24K Magic World Tour,Bruno Mars,2017-07-20,San Jose,California,14222.0,1836516.0,2017:Q3,1.0
374,24K Magic World Tour,Bruno Mars,2017-07-21,San Jose,California,14222.0,1836516.0,2017:Q3,1.0
375,24K Magic World Tour,Bruno Mars,2017-07-23,Portland,Oregon,15417.0,1655665.0,2017:Q3,1.0
376,24K Magic World Tour,Bruno Mars,2017-07-24,Tacoma,Washington,19454.0,1746589.0,2017:Q3,1.0
377,24K Magic World Tour,Bruno Mars,2017-08-04,Fargo,North Dakota,18489.0,1850542.0,2017:Q3,1.0
378,24K Magic World Tour,Bruno Mars,2017-08-05,Saint Paul,Minnesota,16350.0,1905256.0,2017:Q3,1.0
379,24K Magic World Tour,Bruno Mars,2017-08-07,Lincoln,Nebraska,14105.0,1517410.0,2017:Q3,1.0
380,24K Magic World Tour,Bruno Mars,2017-08-09,Kansas City,Missouri,15154.0,1660106.0,2017:Q3,1.0
381,24K Magic World Tour,Bruno Mars,2017-08-12,Auburn Hills,Michigan,16013.0,1936194.0,2017:Q3,1.0
382,24K Magic World Tour,Bruno Mars,2017-08-13,Indianapolis,Indiana,15112.0,1635885.0,2017:Q3,1.0
383,24K Magic World Tour,Bruno Mars,2017-08-15,Cleveland,Ohio,17103.0,1827568.0,2017:Q3,1.0
384,24K Magic World Tour,Bruno Mars,2017-08-16,Chicago,Illinois,15981.0,2115983.0,2017:Q3,1.0
385,24K Magic World Tour,Bruno Mars,2017-08-18,Chicago,Illinois,15981.0,2115983.0,2017:Q3,1.0
386,24K Magic World Tour,Bruno Mars,2017-08-19,Chicago,Illinois,15981.0,2115983.0,2017:Q3,1.0
387,24K Magic World Tour,Bruno Mars,2017-08-22,Pittsburgh,Pennsylvania,15776.0,1761947.0,2017:Q3,1.0
388,24K Magic World Tour,Bruno Mars,2017-09-14,Charlotte,North Carolina,15931.0,1766253.0,2017:Q3,1.0
389,24K Magic World Tour,Bruno Mars,2017-09-16,Atlanta,Georgia,,,2017:Q3,1.0
390,24K Magic World Tour,Bruno Mars,2017-09-17,Memphis,Tennessee,14815.0,1597428.0,2017:Q3,1.0
391,24K Magic World Tour,Bruno Mars,2017-09-19,Louisville,Kentucky,18176.0,1911793.0,2017:Q3,1.0
392,24K Magic World Tour,Bruno Mars,2017-09-20,Columbus,Ohio,15288.0,1718528.0,2017:Q3,1.0
393,24K Magic World Tour,Bruno Mars,2017-09-22,New York City,New York,15659.0,2060099.0,2017:Q3,1.0
394,24K Magic World Tour,Bruno Mars,2017-09-23,New York City,New York,15659.0,2060099.0,2017:Q3,1.0
395,24K Magic World Tour,Bruno Mars,2017-09-26,Newark,New Jersey,14625.0,1820526.0,2017:Q3,1.0
396,24K Magic World Tour,Bruno Mars,2017-09-27,Buffalo,New York,15984.0,1684265.0,2017:Q3,1.0
397,24K Magic World Tour,Bruno Mars,2017-09-29,"Washington, D.C.",District of Columbia,15924.0,2090120.0,2017:Q3,1.0
398,24K Magic World Tour,Bruno Mars,2017-09-30,"Washington, D.C.",District of Columbia,15924.0,2090120.0,2017:Q3,1.0
399,24K Magic World Tour,Bruno Mars,2017-10-04,Brooklyn,New York,15370.0,1898099.0,2017:Q4,1.0
400,24K Magic World Tour,Bruno Mars,2017-10-05,Uniondale,New York,13052.0,1626154.0,2017:Q4,1.0
401,24K Magic World Tour,Bruno Mars,2017-10-07,Boston,Massachusetts,14420.0,1847904.0,2017:Q4,1.0
402,24K Magic World Tour,Bruno Mars,2017-10-08,Boston,Massachusetts,14420.0,1847904.0,2017:Q4,1.0
403,24K Magic World Tour,Bruno Mars,2017-10-10,Philadelphia,Pennsylvania,16555.0,2086312.0,2017:Q4,1.0
404,24K Magic World Tour,Bruno Mars,2017-10-12,Raleigh,North Carolina,15541.0,1819506.0,2017:Q4,1.0
405,24K Magic World Tour,Bruno Mars,2017-10-14,Orlando,Florida,14067.0,1532415.0,2017:Q4,1.0
406,24K Magic World Tour,Bruno Mars,2017-10-15,Sunrise,Florida,15012.0,1941593.0,2017:Q4,1.0
407,24K Magic World Tour,Bruno Mars,2017-10-18,Miami,Florida,15190.0,2036300.0,2017:Q4,1.0
408,24K Magic World Tour,Bruno Mars,2017-10-19,Tampa,Florida,15494.0,1737059.0,2017:Q4,1.0
409,24K Magic World Tour,Bruno Mars,2017-10-21,New Orleans,Louisiana,15056.0,1656475.0,2017:Q4,1.0
410,24K Magic World Tour,Bruno Mars,2017-10-22,North Little Rock,Arkansas,15806.0,1573424.0,2017:Q4,1.0
411,24K Magic World Tour,Bruno Mars,2017-10-24,Houston,Texas,13529.0,1805759.0,2017:Q4,1.0
412,24K Magic World Tour,Bruno Mars,2017-10-25,San Antonio,Texas,15710.0,1751972.0,2017:Q4,1.0
413,24K Magic World Tour,Bruno Mars,2017-10-27,Dallas,Texas,14879.0,1744937.0,2017:Q4,1.0
414,24K Magic World Tour,Bruno Mars,2017-11-02,Fresno,California,12730.0,1427143.0,2017:Q4,1.0
415,24K Magic World Tour,Bruno Mars,2017-11-03,Oakland,California,15884.0,1981559.0,2017:Q4,1.0
416,24K Magic World Tour,Bruno Mars,2017-11-05,Phoenix,Arizona,14764.0,1651992.0,2017:Q4,1.0
417,24K Magic World Tour,Bruno Mars,2017-11-07,Inglewood,California,15473.0,2105004.0,2017:Q4,1.0
418,24K Magic World Tour,Bruno Mars,2017-11-08,Inglewood,California,15473.0,2105004.0,2017:Q4,1.0
419,24K Magic World Tour,Bruno Mars,2017-11-10,Inglewood,California,15473.0,2105004.0,2017:Q4,1.0
420,24K Magic World Tour,Bruno Mars,2017-11-11,Inglewood,California,15473.0,2105004.0,2017:Q4,1.0
421,24K Magic World Tour,Bruno Mars,2018-05-27,Napa,California,,,2018:Q2,1.0
422,24K Magic World Tour,Bruno Mars,2018-08-03,Chicago,Illinois,,,2018:Q3,1.0
423,24K Magic World Tour,Bruno Mars,2018-09-07,Denver,Colorado,14195.0,1891639.0,2018:Q3,1.0
424,24K Magic World Tour,Bruno Mars,2018-09-08,Denver,Colorado,14195.0,1891639.0,2018:Q3,1.0
425,24K Magic World Tour,Bruno Mars,2018-09-11,Saint Paul,Minnesota,14304.0,1879454.0,2018:Q3,1.0
426,24K Magic World Tour,Bruno Mars,2018-09-12,Saint Paul,Minnesota,14304.0,1879454.0,2018:Q3,1.0
427,24K Magic World Tour,Bruno Mars,2018-09-15,Detroit,Michigan,14638.0,1984887.0,2018:Q3,1.0
428,24K Magic World Tour,Bruno Mars,2018-09-16,Detroit,Michigan,14638.0,1984887.0,2018:Q3,1.0
429,24K Magic World Tour,Bruno Mars,2018-09-19,Philadelphia,Pennsylvania,13940.0,1892504.0,2018:Q3,1.0
430,24K Magic World Tour,Bruno Mars,2018-09-20,Philadelphia,Pennsylvania,13940.0,1892504.0,2018:Q3,1.0
431,24K Magic World Tour,Bruno Mars,2018-09-27,Boston,Massachusetts,13342.0,2063375.0,2018:Q3,1.0
432,24K Magic World Tour,Bruno Mars,2018-09-28,Boston,Massachusetts,13342.0,2063375.0,2018:Q3,1.0
433,24K Magic World Tour,Bruno Mars,2018-10-01,Newark,New Jersey,12451.0,2036296.0,2018:Q4,1.0
434,24K Magic World Tour,Bruno Mars,2018-10-02,Newark,New Jersey,12451.0,2036296.0,2018:Q4,1.0
435,24K Magic World Tour,Bruno Mars,2018-10-04,Brooklyn,New York,14983.0,2569081.0,2018:Q4,1.0
436,24K Magic World Tour,Bruno Mars,2018-10-05,Brooklyn,New York,14983.0,2569081.0,2018:Q4,1.0
437,24K Magic World Tour,Bruno Mars,2018-10-07,Nashville,Tennessee,14622.0,2183676.0,2018:Q4,1.0
438,24K Magic World Tour,Bruno Mars,2018-10-08,Nashville,Tennessee,14622.0,2183676.0,2018:Q4,1.0
439,24K Magic World Tour,Bruno Mars,2018-10-11,Tulsa,Oklahoma,13082.0,1772206.0,2018:Q4,1.0
440,24K Magic World Tour,Bruno Mars,2018-10-12,Tulsa,Oklahoma,13082.0,1772206.0,2018:Q4,1.0
441,24K Magic World Tour,Bruno Mars,2018-10-14,Dallas,Texas,13967.0,2090465.0,2018:Q4,1.0
442,24K Magic World Tour,Bruno Mars,2018-10-15,Dallas,Texas,13967.0,2090465.0,2018:Q4,1.0
443,24K Magic World Tour,Bruno Mars,2018-10-20,Austin,Texas,,,2018:Q4,1.0
444,24K Magic World Tour,Bruno Mars,2018-10-23,Los Angeles,California,15331.0,2278303.0,2018:Q4,1.0
445,24K Magic World Tour,Bruno Mars,2018-10-24,Los Angeles,California,15331.0,2278303.0,2018:Q4,1.0
446,24K Magic World Tour,Bruno Mars,2018-10-26,Los Angeles,California,15331.0,2278303.0,2018:Q4,1.0
447,24K Magic World Tour,Bruno Mars,2018-10-27,Los Angeles,California,15331.0,2278303.0,2018:Q4,1.0
448,24K Magic World Tour,Bruno Mars,2018-11-08,Honolulu,Hawaii,37917.0,4131527.0,2018:Q4,1.0
449,24K Magic World Tour,Bruno Mars,2018-11-10,Honolulu,Hawaii,37917.0,4131527.0,2018:Q4,1.0
450,24K Magic World Tour,Bruno Mars,2018-11-11,Honolulu,Hawaii,37917.0,4131527.0,2018:Q4,1.0
451,24K Magic World Tour,Bruno Mars,2018-12-30,Las Vegas,Nevada,15121.0,2929784.0,2018:Q4,1.0
452,24K Magic World Tour,Bruno Mars,2018-12-31,Las Vegas,Nevada,15121.0,2929784.0,2018:Q4,1.0
